contract_number,work_type,project_description,county,Proposal ID,Category Description,Primary County,Letting Date,tdot_work_type,match
CNN384,Bridge Work,"THE REPAIR OF THE BRIDGE ON I-40 OVER U.S. 11E (U.S. 25W, S.R. 9, ASHEVILLE HIGHWAY) (L.M. 25.09).",KNOX,CNN384,BRIDGE,KNOX,20141205,Bridge,True
CNN294,Bridge Work,THE REPAIR OF THE BRIDGE ON SOUTH CREST ROAD OVER I-24 AND EAST MAIN STREET (L.M. 3.06).,HAMILTON,CNN294,BRIDGE,HAMILTON,20140829,Bridge,True
CNN239,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 378 OVER LITTLE RICHLAND CREEK (L.M. 1.58).,RHEA,CNN239,BRIDGE,RHEA,20140829,Bridge,True
CNN235,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 25E (S.R. 32) OVER S.R. 34 AND NORFOLK SOUTHERN RAILROAD (L.M. 6.97 LEFT AND L.M. 6.98 RIGHT).,HAMBLEN,CNN235,BRIDGE,HAMBLEN,20141205,Bridge,True
CNQ930,Bridge Work,THE REPAIR OF THE BRIDGES ON S.R. 476 OVER THE ELK RIVER (L.M. 3.39) AND HURRICANE CREEK (L.M. 7.40).,FRANKLIN,CNQ930,BRIDGE,FRANKLIN,20160819,Bridge,True
CNQ931,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 385 OVER I-240 (L.M. 0.09).,SHELBY,CNQ931,BRIDGE,SHELBY,20160819,Bridge,True
CNQ283,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 64 (S.R. 15) OVER HOWELL CREEK (L.M. 19.55).,FAYETTE,CNQ283,BRIDGE,FAYETTE,20160819,Bridge,True
CNN332,Bridge Work,REPAIR OF THE BRIDGE ON S.R. 25 OVER LIBERTY BRANCH (L.M. 10.89) USING STRUCTURAL STEEL WITH CAST-IN-PLACE CONCRETE DECK OR CONCRETE BOX BEAMS AND FULL-DEPTH CONCRETE DECK PANELS.,SUMNER,CNN332,"BRIDGE, BRIDGE ALTERNATE AA2, ROADWAY",SUMNER,20141017,Roadway+Bridge,True
CNQ024,Bridge Work,THE REPAIR OF THE BRIDGE ON STINKING CREEK ROAD OVER I-75 (L.M. 16.36).,CAMPBELL,CNQ024,BRIDGE,CAMPBELL,20160212,Bridge,True
CNN291,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 136 OVER MILL CREEK (L.M. 14.30) IN STANDING STONE STATE PARK.,OVERTON,CNN291,BRIDGE,OVERTON,20140829,Bridge,True
CNQ046,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 145 OVER RUSH CREEK (L.M. 1.43).,CANNON,CNQ046,BRIDGE,CANNON,20160212,Bridge,True
CNN322,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 56 OVER I-40 (L.M. 0.54).,PUTNAM,CNN322,BRIDGE,PUTNAM,20141017,Bridge,True
CNQ049,Bridge Work,"THE REPAIR OF THE BRIDGE ON S.R. 56 OVER NORTH FORK BRANCH (L.M. 20.95), AND ON S.R. 262 OVER WARTRACE CREEK (L.M. 1.00).",JACKSON,CNQ049,BRIDGE,JACKSON,20160212,Bridge,True
CNN934,Bridge Work,"THE REPAIR OF TWO BRIDGES ON I-24 OVER THE CUMBERLAND RIVER (L.M. 15.42, L & R).",DAVIDSON,CNN934,"BRIDGE, ROADWAY",DAVIDSON,20141017,Roadway+Bridge,True
CNQ074,Bridge Work,THE REPAIR OF THE BRIDGE ON JEFFERSON AVENUE OVER I-240 (L.M. 1.77).,SHELBY,CNQ074,BRIDGE,SHELBY,20160212,Bridge,True
CNN292,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 111 (SPENCER HIGHWAY) OVER CALFKILLER RIVER (L.M. 6.37) IN SPARTA.,WHITE,CNN292,BRIDGE,WHITE,20140829,Bridge,True
CNN278,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 19W (S.R. 36) OVER WATTS BRANCH (L.M. 4.19).,UNICOI,CNN278,BRIDGE,UNICOI,20140829,Bridge,True
CNN284,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 264 OVER HICKMAN CREEK (L.M. 2.88).,SMITH,CNN284,"BRIDGE, ROADWAY",SMITH,20141017,Roadway+Bridge,True
CNX295,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 96 OVER I-65 (L.M. 13.11).,WILLIAMSON,CNX295,BRIDGE,WILLIAMSON,20231006,Bridge,True
CNS253,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 130 OVER CANE CREEK (L.M. 0.04).,MARSHALL,CNS253,BRIDGE,MARSHALL,20180622,Bridge,True
CNU348,Bridge Work,THE REPAIR OF THE BRIDGES ON S.R. 22 OVER BIG BEAVER CREEK (L.M. 19.51) AND LITTLE BEAVER CREEK (L.M. 20.01).,HENDERSON,CNU348,BRIDGE,HENDERSON,20201211,Bridge,True
CNP166,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 140 OVER MILL CREEK (L.M. 23.03).,HENRY,CNP166,BRIDGE,HENRY,20151204,Bridge,True
CNP074,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 21 OVER THE REELFOOT LAKE SPILLWAY (L.M. 7.61).,LAKE,CNP074,BRIDGE,LAKE,20151204,Bridge,True
CNV283,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 23 OVER THE CSX AND CNIC RAILROAD (L.M. 2.61).,SHELBY,CNV283,BRIDGE,SHELBY,20210820,Bridge,True
CNV266,Bridge Work,THE REPAIR OF THE BRIDGE ON I-40 OVER THE WOLF RIVER (L.M. 9.42).,SHELBY,CNV266,BRIDGE,SHELBY,20210820,Bridge,True
CNP289,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 431 (S.R. 50) OVER BIG ROCK CREEK IN LEWISBURG (L.M. 6.57).,MARSHALL,CNP289,"BRIDGE, ROADWAY",MARSHALL,20151204,Roadway+Bridge,True
CNV275,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 27 (S.R. 29) OVER ROARING PAUNCH CREEK (L.M. 25.79).,SCOTT,CNV275,BRIDGE,SCOTT,20210820,Bridge,True
CNV279,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 56 OVER I-40 (L.M. 0.54).,PUTNAM,CNV279,BRIDGE,PUTNAM,20210820,Bridge,True
CNV223,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 51N (S.R. 3) OVER TROY CREEK (L.M. 10.38) AND DAVIDSON CREEK (L.M. 12.54).,OBION,CNV223,BRIDGE,OBION,20210820,Bridge,True
CNV251,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 230 OVER THE PINEY RIVER (L.M. 11.46).,HICKMAN,CNV251,BRIDGE,HICKMAN,20210820,Bridge,True
CNV263,Bridge Work,THE REPAIR OF THE BRIDGE ON WILDERSVILLE ROAD OVER I-40 (L.M. 14.01).,HENDERSON,CNV263,BRIDGE,HENDERSON,20210820,Bridge,True
CNV262,Bridge Work,THE REPAIR OF THE BRIDGE ON I-40 WB OVER THE C.S.X. RAILROAD (L.M. 18.59).,DAVIDSON,CNV262,BRIDGE,DAVIDSON,20210820,Bridge,True
CNV145,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 41 (S.R. 2) OVER BLUE SPRING CREEK (L.M. 21.03).,COFFEE,CNV145,BRIDGE,COFFEE,20210820,Bridge,True
CNV250,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 321 (S.R. 73) OVER GREENBRIER CREEK (L.M. 2.02).,COCKE,CNV250,BRIDGE,COCKE,20210820,Bridge,True
CNP218,Bridge Work,"THE REHABILITATION OF THE BRIDGES ON I-40 OVER S.R. 29 (PINE RIDGE ROAD) (L.M. 9.96, RIGHT & LEFT) AND THE CLINCH RIVER (L.M. 11.15).",ROANE,CNP218,BRIDGE,ROANE,20151204,Bridge,True
CNV289,Bridge Work,THE REPAIR OF THE BRIDGES ON I-840 OVER SOUTH GARRISON BRANCH (L.M. 10.33).,WILLIAMSON,CNV289,BRIDGE,WILLIAMSON,20211008,Bridge,True
CNP302,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 84 OVER CALFKILLER RIVER (L.M. 1.58).,WHITE,CNP302,BRIDGE,WHITE,20151204,Bridge,True
CNV301,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 310 OVER CONASAUGA CREEK (L.M. 4.36).,MCMINN,CNV301,BRIDGE,MCMINN,20211008,Bridge,True
CNZ186,Bridge Work,THE REPAIR OF THE BRIDGE ON I-75 OVER BRANCH (L.M. 4.13).,HAMILTON,CNZ186,BRIDGE,HAMILTON,20250627,Bridge,True
CNZ191,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 11E (S.R. 34) OVER SNAPPS FERRY ROAD AND NFS RAILWAY (L.M. 17.25).,GREENE,CNZ191,BRIDGE,GREENE,20250627,Bridge,True
CNZ125,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 351 OVER THE NOLICHUCKY RIVER (L.M. 16.17).,GREENE,CNZ125,BRIDGE,GREENE,20250207,Bridge,True
CNR254,Bridge Work,"THE REPAIR OF BRIDGES ON I-75 OVER S.R. 116 (L.M. 11.27), BRUCE GAP ROAD (L.M. 5.57) AND COVE CREEK (L.M. 5.73).",ANDERSON AND CAMPBELL,CNR254,BRIDGE,ANDERSON,20170818,Bridge,True
CNR267,Bridge Work,THE REPAIR OF BRIDGES ON U.S. 412 (S.R. 20) OVER THE NORTH FORK FORKED DEER RIVER (L.M. 4.80).,DYER,CNR267,BRIDGE,DYER,20170818,Bridge,True
CNR271,Bridge Work,"THE REPAIR OF BRIDGES ON U.S. 70 (U.S. 79, S.R. 1) OVER BRANCH (L.M. 5.66) AND ON S.R. 59 OVER I-40 (L.M. 3.77).",FAYETTE,CNR271,BRIDGE,FAYETTE,20170818,Bridge,True
CNV323,Bridge Work,THE REPAIR OF THE BRIDGE ON I-24 OVER MILL CREEK (L.M. 23.17).,DAVIDSON,CNV323,BRIDGE,DAVIDSON,20211210,Bridge,True
CNR268,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 100 OVER BRANCH (L.M. 4.34).,HARDEMAN,CNR268,BRIDGE,HARDEMAN,20170818,Bridge,True
CNR110,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 13 OVER THE CUMBERLAND RIVER (L.M. 17.49).,MONTGOMERY,CNR110,BRIDGE,MONTGOMERY,20170310,Bridge,True
CNV913,Bridge Work,"THE REPAIR OF THE BRIDGE ON U.S. 70S (S.R. 1, HARDING PIKE) OVER SUGARTREE CREEK (L.M. 12.95).",DAVIDSON,CNV913,BRIDGE,DAVIDSON,20211008,Bridge,True
CNV261,Bridge Work,THE REPAIR OF BRIDGES ON S.R. 249 OVER SAM'S CREEK (L.M. 8.51 AND L.M. 10.57).,CHEATHAM,CNV261,BRIDGE,CHEATHAM,20211008,Bridge,True
CNP301,Bridge Work,THE REPAIR OF THE BRIDGE ON CEDAR FOREST ROAD OVER HURRICANE CREEK (L.M. 8.62) IN CEDARS OF LEBANON STATE PARK.,WILSON,CNP301,BRIDGE,WILSON,20151204,Bridge,True
CNV264,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 70 (S.R. 1) OVER CULVERT BRANCH (L.M. 27.00).,HUMPHREYS,CNV264,BRIDGE,HUMPHREYS,20211008,Bridge,True
CNV292,Bridge Work,"THE REPAIR OF THE BRIDGE ON I-40 OVER U.S. 70 (S.R. 9, ASHEVILLE HIGHWAY) (L.M. 25.06).",KNOX,CNV292,BRIDGE,KNOX,20211008,Bridge,True
CNR269,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 19 OVER HYDE CREEK (L.M. 24.52).,LAUDERDALE,CNR269,BRIDGE,LAUDERDALE,20170818,Bridge,True
CNP311,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 41A (S.R. 16) OVER BOILING FORK CREEK (L.M. 12.73).,FRANKLIN,CNP311,BRIDGE,FRANKLIN,20151204,Bridge,True
CNV305,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 304 OVER BIG SEWEE CREEK (L.M. 4.77).,MEIGS,CNV305,BRIDGE,MEIGS,20211210,Bridge,True
CNV336,Bridge Work,"THE REPAIR OF THE BRIDGES ON U.S. 11E (U.S. 19W, S.R. 34) OVER BOONE LAKE (L.M. 23.03, L&R).",WASHINGTON,CNV336,BRIDGE,WASHINGTON,20211210,Bridge,True
CNV094,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 72 OVER BAT CREEK (L.M. 8.78).,MONROE,CNV094,BRIDGE,MONROE,20210326,Bridge,True
CNV103,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 78 (S.R. 4) OVER NONCONNAH CREEK (L.M. 7.18) IN MEMPHIS.,SHELBY,CNV103,BRIDGE,SHELBY,20210326,Bridge,True
CNV101,Bridge Work,THE REPAIR OF THE BRIDGE ON PIERSOL ROAD OVER BRANCH (L.M. 2.51) IN MEEMAN-SHELBY FOREST STATE PARK.,SHELBY,CNV101,BRIDGE,SHELBY,20210326,Bridge,True
CNV003,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 30 OVER THE SEQUATCHIE RIVER (L.M. 10.36).,BLEDSOE,CNV003,BRIDGE,BLEDSOE,20210205,Bridge,True
CNV007,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 41 (S.R. 2) OVER THE CFW RAILROAD (L.M. 14.28) IN MANCHESTER.,COFFEE,CNV007,BRIDGE,COFFEE,20210205,Bridge,True
CNP165,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 64 (S.R. 15) OVER THE TENNESSEE RIVER (L.M. 6.29).,HARDIN,CNP165,BRIDGE,HARDIN,20150515,Bridge,True
CNP182,Bridge Work,THE REPAIR OF THE BRIDGE ON I-240 WB OVER AIRWAYS BOULEVARD (L.M. 7.88).,SHELBY,CNP182,BRIDGE,SHELBY,20150515,Bridge,True
CNV017,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 11E (S.R. 34) OVER LICK CREEK (L.M. 5.69).,GREENE,CNV017,BRIDGE,GREENE,20210205,Bridge,True
CNV020,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 70 (S.R. 1) OVER I-40 (L.M. 26.89).,HAYWOOD,CNV020,BRIDGE,HAYWOOD,20210205,Bridge,True
CNV021,Bridge Work,THE REPAIR OF THE BRIDGE ON I-40 OVER CAMPBELL STATION ROAD (L.M. 3.98).,KNOX,CNV021,BRIDGE,KNOX,20210205,Bridge,True
CNV030,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 63 OVER PAINT ROCK CREEK AND RJ CORMAN RAILROAD (L.M. 5.31).,SCOTT,CNV030,BRIDGE,SCOTT,20210205,Bridge,True
CNP901,Bridge Work,THE REPAIR OF THE BRIDGE ON I-40 OVER THE MISSISSIPPI RIVER (L.M. 0.00).,SHELBY,CNP901,BRIDGE,SHELBY,20150213,Bridge,True
CNP137,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 54 OVER THE HATCHIE RIVER (L.M. 9.60).,TIPTON,CNP137,BRIDGE,TIPTON,20150327,Bridge,True
CNP138,Bridge Work,"THE REPAIR OF THE BRIDGES ON S.R. 61 OVER I-75 (L.M. 20.87, LEFT AND RIGHT) IN CLINTON.",ANDERSON,CNP138,BRIDGE,ANDERSON,20150327,Bridge,True
CNV053,Bridge Work,THE REPAIR OF THE BRIDGES ON S.R. 319 (AMNICOLA HIGHWAY) OVER S.R. 153 (L.M. 0.00).,HAMILTON,CNV053,BRIDGE,HAMILTON,20210205,Bridge,True
CNR934,Bridge Work,THE REPAIR OF THE BRIDGE ON SOUTH COLLEGE STREET OVER U.S. 70 (S.R. 26) (L.M. 0.36) IN SMITHVILLE.,DEKALB,CNR934,"BRIDGE, ROADWAY",DEKALB,20170512,Roadway+Bridge,True
CNP215,Bridge Work,"THE REPAIR OF BRIDGES ON S.R. 14 OVER OVERFLOWS, LM 26.28, 26.58 AND 26.74; LOOSAHATCHIE RIVER, LM 26.90 AND OVERFLOW, LM 27.25.",SHELBY,CNP215,BRIDGE,SHELBY,20150515,Bridge,True
CNP050,Bridge Work,"THE REPAIR OF SIX (6) BRIDGES AT THE I-440/I-65 INTERCHANGE OVER U.S. 31 (S.R. 6, FRANKLIN PIKE) IN NASHVILLE.",DAVIDSON,CNP050,"BRIDGE, ROADWAY",DAVIDSON,20150710,Roadway+Bridge,True
CNV215,Bridge Work,THE REPAIR OF BRIDGES ON I-24 OVER CLAYLICK COURT (L.M. 6.64).,DAVIDSON,CNV215,BRIDGE,DAVIDSON,20210618,Bridge,True
CNV225,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 141 OVER SMITH FORK CREEK (L.M. 12.68).,SMITH,CNV225,BRIDGE,SMITH,20210618,Bridge,True
CNV142,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 25E (S.R. 32) OVER THE POWELL RIVER (L.M. 15.96).,CLAIBORNE,CNV142,BRIDGE,CLAIBORNE,20210507,Bridge,True
CNV150,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 155 OVER THE CUMBERLAND RIVER (COCKRILL BEND) (L.M. 24.86).,DAVIDSON,CNV150,BRIDGE,DAVIDSON,20210507,Bridge,True
CNP168,Bridge Work,THE REPAIR OF BRIDGES ON U.S. 31A (S.R. 11) OVER BRANCHES (L.M. 0.59 AND L.M. 0.87).,WILLIAMSON,CNP168,"BRIDGE, ROADWAY",WILLIAMSON,20150828,Roadway+Bridge,True
CNP269,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 260 OVER LITTLE GOOSE CREEK (LM 5.58).,TROUSDALE,CNP269,"BRIDGE, ROADWAY",TROUSDALE,20150828,Roadway+Bridge,True
CNV014,Bridge Work,"THE REPAIR OF BRIDGES ON U.S. 412 (S.R. 20) OVER S.R. 104 (L.M. 2.93), LEWIS CREEK (L.M. 3.47) AND OVERFLOW (L.M. 5.43), AND ON S.R. 210 OVER U.S. 412 (S.R. 20) (L.M. 6.69).",DYER,CNV014,BRIDGE,DYER,20210326,Bridge,True
CNP267,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 233 OVER WELLS CREEK (L.M. 6.67).,STEWART,CNP267,"BRIDGE, ROADWAY",STEWART,20150828,Roadway+Bridge,True
CNP270,Bridge Work,THE REPAIR OF THE BRIDGE ON BAKERVILLE ROAD OVER THE BUFFALO RIVER (L.M. 4.10).,HUMPHREYS,CNP270,"BRIDGE, ROADWAY",HUMPHREYS,20150828,Roadway+Bridge,True
CNV185,Bridge Work,THE REPAIR OF THE BRIDGES ON I-840 OVER THE EAST FORK OF THE STONES RIVER (L.M. 15.42).,RUTHERFORD,CNV185,BRIDGE,RUTHERFORD,20210507,Bridge,True
CNP242,Bridge Work,"THE REPAIR OF THE BRIDGES ON I-26 OVER GARLAND ROAD (L.M. 1.25, EB AND WB).",UNICOI,CNP242,BRIDGE,UNICOI,20150710,Bridge,True
CNV904,Bridge Work,THE REPAIR OF THE BRIDGES ON I-40 OVER COUNTY LINE ROAD (L.M. 0.02).,WILLIAMSON,CNV904,BRIDGE,WILLIAMSON,20210507,Bridge,True
CNP248,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 176 OVER WINCHESTER ROAD (L.M. 4.00).,SHELBY,CNP248,BRIDGE,SHELBY,20150710,Bridge,True
CNV123,Bridge Work,THE REPAIR OF THE BRIDGES ON S.R. 90 OVER THE CSX RAILROAD (L.M. 0.03) AND BIG HICKORY CREEK (L.M. 0.18).,CAMPBELL,CNV123,BRIDGE,CAMPBELL,20210326,Bridge,True
CNP251,Bridge Work,THE REPAIR OF THE BRIDGE ON DUPONT ACCESS ROAD OVER THE CSX RAILROAD (L.M. 0.22).,HUMPHREYS,CNP251,"BRIDGE, ROADWAY",HUMPHREYS,20150828,Roadway+Bridge,True
CNZ180,Bridge Work,THE REPAIR OF THE BRIDGE ON LAWNVILLE ROAD OVER I-40 (L.M. 1.70).,ROANE,CNZ180,BRIDGE,ROANE,20250627,Bridge,True
CNR342,Bridge Work,THE REPAIR OF THE BRIDGE ON RIVERSIDE BOULEVARD OVER I-55 (L.M. 0.23).,SHELBY,CNR342,BRIDGE,SHELBY,20171208,Bridge,True
CNR339,Bridge Work,THE REPAIR OF THE BRIDGES ON S.R. 162 OVER BEAVER CREEK (L.M. 1.20).,KNOX,CNR339,BRIDGE,KNOX,20171208,Bridge,True
CNS085,Bridge Work,THE REPAIR OF THE BRIDGES ON I-240 OVER KERR AVENUE (L.M. 3.09).,SHELBY,CNS085,BRIDGE,SHELBY,20180209,Bridge,True
CNU150,Bridge Work,THE REPAIR OF THE BRIDGE ON OLD S.R. 25 OVER THE CUMBERLAND RIVER (L.M. 0.05).,SMITH,CNU150,BRIDGE,SMITH,20200327,Bridge,True
CNU132,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 33 OVER THE CLINCH RIVER (L.M. 15.67).,UNION,CNU132,BRIDGE,UNION,20200327,Bridge,True
CNS049,Bridge Work,THE REPAIR OF THE BRIDGE ON RABY ROAD OVER I-75 (L.M. 2.79).,MONROE,CNS049,BRIDGE,MONROE,20180209,Bridge,True
CNS028,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R 247 OVER LEIPERS CREEK (L.M. 1.05).,MAURY,CNS028,BRIDGE,MAURY,20180209,Bridge,True
CNU219,Bridge Work,"THE REPAIR OF THE BRIDGE ON STINKING CREEK ROAD (LR 1280, L.M. 16.36) OVER I-75.",CAMPBELL,CNU219,BRIDGE,CAMPBELL,20200529,Bridge,True
CNS084,Bridge Work,"THE REPAIR OF BRIDGES ON S.R. 385 OVER LONG ROAD (L.M. 10.48 AND L.M. 11.94) AND ON U.S. 70 (U.S. 79, S.R. 1) OVER OVERFLOW (L.M. 29.97).",SHELBY,CNS084,BRIDGE,SHELBY,20180209,Bridge,True
CNU199,Bridge Work,THE REPAIR OF THE BRIDGE ON I-24 (LEFT LANE) OVER LICKTON PIKE (L.M. 7.22).,DAVIDSON,CNU199,BRIDGE,DAVIDSON,20200529,Bridge,True
CNU205,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 319 OVER THE TENNESSEE RIVER AND RIVERPARK DRIVE (L.M. 2.22).,HAMILTON,CNU205,BRIDGE,HAMILTON,20200529,Bridge,True
CNU213,Bridge Work,THE REPAIR OF THE BRIDGES ON S.R. 444 OVER TELLICO LAKE (L.M. 1.46) AND CLEAR PRONG CREEK (L.M. 6.74).,LOUDON,CNU213,BRIDGE,LOUDON,20200529,Bridge,True
CNU162,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 45 (S.R. 5) OVER OVERFLOW (L.M. 11.17).,MADISON,CNU162,BRIDGE,MADISON,20200529,Bridge,True
CNU145,Bridge Work,THE REPAIR OF THE BRIDGES ON I-40 OVER U.S. 70 (S.R. 1) (L.M. 24.15).,CUMBERLAND,CNU145,BRIDGE,CUMBERLAND,20201106,Bridge,True
CNS048,Bridge Work,THE REPAIR OF THE BRIDGE ON BELL ROAD OVER I-81 (L.M. 0.54).,JEFFERSON,CNS048,BRIDGE,JEFFERSON,20180209,Bridge,True
CNU333,Bridge Work,THE REPAIR OF THE BRIDGE ON I-65 OVER WEDGEWOOD AVENUE (L.M. 7.27).,DAVIDSON,CNU333,BRIDGE,DAVIDSON,20200911,Bridge,True
CNU160,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 31E (S.R. 6) OVER DOUGLAS AVENUE (L.M. 12.17).,DAVIDSON,CNU160,BRIDGE,DAVIDSON,20200529,Bridge,True
CNU198,Bridge Work,THE REPAIR OF THE BRIDGES ON S.R. 53 OVER DRY FORK CREEK (L.M. 1.35) AND MILL CREEK (L.M. 2.50).,CLAY,CNU198,BRIDGE,CLAY,20200814,Bridge,True
CNU131,Bridge Work,THE REPAIR OF THE BRIDGE ON I-40 OVER S.R. 168 AND THE HOLSTON RIVER (L.M. 25.91).,KNOX,CNU131,BRIDGE,KNOX,20200327,Bridge,True
CNU128,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 19E (S.R. 37) OVER DOE RIVER AND RIVERVIEW ROAD (L.M. 18.82).,CARTER,CNU128,BRIDGE,CARTER,20200327,Bridge,True
CNU381,Bridge Work,THE REPAIR OF THE BRIDGES ON I-40 OVER THE BUFFALO RIVER (L.M. 6.26).,HUMPHREYS,CNU381,BRIDGE,HUMPHREYS,20201211,Bridge,True
CNS369,Bridge Work,THE REHABILITATION OF BRIDGES USING FULL DEPTH CONCRETE DECK PANELS ON S.R. 49 OVER MILLERS CREEK (L.M. 3.52) AND CALEBS CREEK (L.M. 4.93) IN COOPERTOWN.,ROBERTSON,CNS369,"BRIDGE, ROADWAY",ROBERTSON,20181207,Roadway+Bridge,True
CNS355,Bridge Work,THE REPAIR OF BRIDGES ON ROCKY POINT ROAD OVER I-40 (L.M. 9.31 AND L.M. 10.06).,PUTNAM,CNS355,BRIDGE,PUTNAM,20181207,Bridge,True
CNU148,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 127 (S.R. 8) OVER THE SEQUATCHIE RIVER (L.M. 12.73).,SEQUATCHIE,CNU148,BRIDGE,SEQUATCHIE,20201211,Bridge,True
CNU248,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 61 (S.R. 14) OVER I-55 (L.M. 7.46).,SHELBY,CNU248,BRIDGE,SHELBY,20201211,Bridge,True
CNU209,Bridge Work,"THE REPAIR OF THE BRIDGE ON I-26 OVER PINNACLE STREET AND NORTH INDIAN CREEK (L.M. 5.48, L & R).",UNICOI,CNU209,BRIDGE,UNICOI,20201211,Bridge,True
CNU046,Bridge Work,THE REPAIR OF THE BRIDGE ON U.S. 27 (S.R. 29) OVER BIG SODDY CREEK (L.M. 20.58).,HAMILTON,CNU046,BRIDGE,HAMILTON,20200327,Bridge,True
CNU369,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 45E (S.R. 43) OVER THE NORTH FORK OBION RIVER (L.M. 20.66) AND OVERFLOW (L.M. 20.89).,WEAKLEY,CNU369,BRIDGE,WEAKLEY,20201211,Bridge,True
CNU203,Bridge Work,THE REPAIR OF THE BRIDGE ON ELK AVENUE OVER THE DOE RIVER (L.M. 0.11).,CARTER,CNU203,BRIDGE,CARTER,20200626,Bridge,True
CNS946,Bridge Work,THE REPAIR OF THE BRIDGE ON I-40 OVER THE LOOSAHATCHIE RIVER (L.M. 2.57).,FAYETTE,CNS946,BRIDGE,FAYETTE,20181207,Bridge,True
CNU049,Bridge Work,THE REPAIR OF BRIDGES ON I-65 OVER RUTHERFORD CREEK (L.M. 16.48) AND ON S.R. 396 OVER I-65 (I-65 L.M. 17.63).,MAURY,CNU049,BRIDGE,MAURY,20200626,Bridge,True
CNU252,Bridge Work,THE REPAIR OF THE BRIDGES ON I-81 OVER THE C.S.X. RAILROAD (L.M. 5.41) IN KINGSPORT.,SULLIVAN,CNU252,BRIDGE,SULLIVAN,20200626,Bridge,True
CNU266,Bridge Work,THE REPAIR OF THE BRIDGES ON I-40 OVER SPRING CREEK (L.M. 18.61).,WILSON,CNU266,BRIDGE,WILSON,20200626,Bridge,True
CNU913,Bridge Work,THE REPAIR OF THE BRIDGES ON I-75 OVER THE CLINCH RIVER (L.M. 8.28).,ANDERSON,CNU913,BRIDGE,ANDERSON,20200327,Bridge,True
CNU362,Bridge Work,THE REPAIR OF THE BRIDGE ON S.R. 247 OVER I-65 (L.M. 2.38).,WILLIAMSON,CNU362,BRIDGE,WILLIAMSON,20201211,Bridge,True
CNU345,Bridge Work,THE REPAIR OF THE BRIDGES ON U.S. 51 (S.R. 3) OVER THE SOUTH FORK FORKED DEER RIVER (L.M. 0.06).,DYER,CNU345,BRIDGE,DYER,20201211,Bridge,True
