contract_number,county,num_counties,multi_county,work_type,road_type,project_description,project_length,project_length_unit,has_grading,has_drainage,has_bridge,has_retaining_wall,has_paving,has_guardrail,has_signs,has_lighting,has_signals,has_pavement_marking,has_barrier,has_concrete,has_mowing,has_chip_seal,has_crack_seal,is_on_call,is_emergency
CNU132,UNION,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 33 OVER THE CLINCH RIVER (L.M. 15.67).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU219,CAMPBELL,1,0,Bridge Work,Interstate,"THE REPAIR OF THE BRIDGE ON STINKING CREEK ROAD (LR 1280, L.M. 16.36) OVER I-75.",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN044,SHELBY,1,0,Bridge Work,State,"THE REPAIR OF BRIDGES ON S.R. 385 OVER HALL CREEK, MEMPHIS-ARLINGTON ROAD, AND THE LOOSAHATCHIE RIVER.",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU199,DAVIDSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON I-24 (LEFT LANE) OVER LICKTON PIKE (L.M. 7.22).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU131,KNOX,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON I-40 OVER S.R. 168 AND THE HOLSTON RIVER (L.M. 25.91).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN119,DICKSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON S.R. 48 OVER I-40 (L.M. 0.21).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN226,DICKSON AND MONTGOMERY,2,1,Bridge Work,State,"BRIDGE REPAIR ON S.R. 250 IN DICKSON COUNTY OVER THE HARPETH RIVER (L.M. 6.14), AND ON S.R. 238 IN MONTGOMERY COUNTY OVER SPRING CREEK (L.M. 8.23).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN259,ROANE,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON I-40 OVER OAKDALE ROAD (L.M. 1.08).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU209,UNICOI,1,0,Bridge Work,Interstate,"THE REPAIR OF THE BRIDGE ON I-26 OVER PINNACLE STREET AND NORTH INDIAN CREEK (L.M. 5.48, L & R).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU369,WEAKLEY,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGES ON U.S. 45E (S.R. 43) OVER THE NORTH FORK OBION RIVER (L.M. 20.66) AND OVERFLOW (L.M. 20.89).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU362,WILLIAMSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON S.R. 247 OVER I-65 (L.M. 2.38).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU203,CARTER,1,0,Bridge Work,Other,THE REPAIR OF THE BRIDGE ON ELK AVENUE OVER THE DOE RIVER (L.M. 0.11).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU049,MAURY,1,0,Bridge Work,Interstate,THE REPAIR OF BRIDGES ON I-65 OVER RUTHERFORD CREEK (L.M. 16.48) AND ON S.R. 396 OVER I-65 (I-65 L.M. 17.63).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU252,SULLIVAN,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGES ON I-81 OVER THE C.S.X. RAILROAD (L.M. 5.41) IN KINGSPORT.,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU266,WILSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGES ON I-40 OVER SPRING CREEK (L.M. 18.61).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN294,HAMILTON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON SOUTH CREST ROAD OVER I-24 AND EAST MAIN STREET (L.M. 3.06).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN301,DYER,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGES ON S.R. 104 OVER THE OBION RIVER (L.M. 6.89) AND S.R. 182 OVER COON CREEK (L.M. 4.34).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN283,DAVIDSON,1,0,Bridge Work,State,"THE REPAIR OF THE BRIDGES ON S.R. 45 OVER THE CUMBERLAND RIVER (L.M. 9.26, LEFT & RIGHT).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN281,CUMBERLAND,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGE ON U.S. 70 (S.R. 1) OVER THE CANEY FORK RIVER (L.M. 6.36).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU913,ANDERSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGES ON I-75 OVER THE CLINCH RIVER (L.M. 8.28).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNW070,CHEATHAM,1,0,Bridge Work,Other,"THE CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE ON SOUTH HARPETH ROAD OVER BRUSH CREEK (L.M. 1.27) IN KINGSTON SPRINGS, INCLUDING GRADING, DRAINAGE, RETAINING WALL AND PAVING.",0.172,MILES,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CNN276,COCKE,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 32 OVER COSBY CREEK (L.M. 9.84).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN931,FRANKLIN,1,0,Bridge Work,Other,"THE CONSTRUCTION OF A BRIDGE ON LEON STEPHENS LANE OVER CROW CREEK (L.M. 0.18) USING EITHER CONCRETE I-BEAMS OR ROLLED STEEL GIRDERS, INCLUDING GRADING, DRAINAGE, AND PAVING.",0.266,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNU128,CARTER,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON U.S. 19E (S.R. 37) OVER DOE RIVER AND RIVERVIEW ROAD (L.M. 18.82).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN127,SHELBY,1,0,Bridge Work,Interstate,"THE REPAIR OF BRIDGES ON S.R. 14 OVER I-55 (L.M. 7.46), AND ON SOUTH PARKWAY WEST OVER I-55 (L.M. 0.00).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU160,DAVIDSON,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGES ON U.S. 31E (S.R. 6) OVER DOUGLAS AVENUE (L.M. 12.17).,0.026,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU205,HAMILTON,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 319 OVER THE TENNESSEE RIVER AND RIVERPARK DRIVE (L.M. 2.22).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU213,LOUDON,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGES ON S.R. 444 OVER TELLICO LAKE (L.M. 1.46) AND CLEAR PRONG CREEK (L.M. 6.74).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU162,MADISON,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGES ON U.S. 45 (S.R. 5) OVER OVERFLOW (L.M. 11.17).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS159,ROANE,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON WARRIOR DRIVE OVER I-40 (L.M. 1.20) IN HARRIMAN.,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS137,MARSHALL,1,0,Bridge Work,Other,THE CONSTRUCTION OF A CONCRETE BOX BRIDGE ON HATCHETT HOLLOW ROAD OVER HATCHETT CREEK (L.M. 0.12) IN CORNERSVILLE.,0.04,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS307,WILSON,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGES ON U.S. 70 (S.R. 26) OVER SINKING CREEK (L.M. 2.33) IN LEBANON.,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS314,WEAKLEY,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGES ON U.S. 45E (S.R. 43) OVER OVERFLOW (L.M. 20.50).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY905,GRAINGER,1,0,Bridge Work,State,"THE CONSTRUCTION OF A CONCRETE BOX BRIDGE ON S.R. 131 OVER WILLIAMS CREEK (L.M. 7.73), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.26,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNY906,HUMPHREYS,1,0,Bridge Work,Other,"THE CONSTRUCTION OF A WELDED STEEL PLATE GIRDER BRIDGE ON BAKERVILLE ROAD OVER THE DUCK RIVER (L.M. 15.71), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.468,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNY279,ANDERSON,1,0,Bridge Work,State,"THE CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE ON S.R. 61 OVER BRUSHY CREEK (L.M. 3.98), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.463,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNS305,ROBERTSON,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 161 OVER THE RED RIVER (L.M. 9.60).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS316,LAUDERDALE,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 210 OVER THE SOUTH FORK FORKED DEER RIVER (L.M. 3.38).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS094,SCOTT,1,0,Bridge Work,Other,"THE CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE ON LAYS ROAD OVER STRAIGHT FORK CREEK (L.M. 0.01), INCLUDING GRADING, DRAINAGE AND PAVING.",0.0,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNS003,ROANE,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGE ON U.S. 27 (S.R. 61) OVER CANEY CREEK (L.M. 5.17) IN HARRIMAN.,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS905,MARION,1,0,Bridge Work,State,THE REHABILITATION OF THE CONCRETE I-BEAM BRIDGE ON S.R. 156 OVER RUNNING WATER CREEK (L.M. 25.58).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS254,WARREN,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 8 OVER THE COLLINS RIVER (L.M. 8.14).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS256,SULLIVAN,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGES ON I-26 OVER ROCK SPRINGS ROAD (L.M. 6.31).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS253,MARSHALL,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 130 OVER CANE CREEK (L.M. 0.04).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS242,CAMPBELL,1,0,Bridge Work,Other,"THE CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE ON NORTH 11TH STREET OVER THE C.S.X. RAILROAD IN LAFOLLETTE (L.M. 0.27), INCLUDING GRADING, DRAINAGE AND PAVING.",0.056,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNY269,LAWRENCE,1,0,Bridge Work,Other,"THE CONSTRUCTION OF A CONCRETE BOX BRIDGE ON PLEASANT VALLEY ROAD OVER DRY WEAKLEY CREEK (L.M. 1.07), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.047,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNS266,BLEDSOE,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 101 OVER BEE CREEK (L.M. 8.98).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS355,PUTNAM,1,0,Bridge Work,Interstate,THE REPAIR OF BRIDGES ON ROCKY POINT ROAD OVER I-40 (L.M. 9.31 AND L.M. 10.06).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS262,DAVIDSON,1,0,Bridge Work,Other,THE REHABILITATION OF THE BRIDGE ON HILLWOOD BOULEVARD OVER THE C.S.X. RAILROAD AND RICHLAND CREEK (L.M. 0.09).,0.203,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS265,KNOX,1,0,Bridge Work,US,"THE REPAIR OF THE BRIDGE ON U.S. 25W (U.S. 70, S.R. 9) OVER S.R. 34 (L.M. 13.39).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN085,GREENE,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 351 OVER CAMP CREEK (L.M. 8.10).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN071,DYER,1,0,Bridge Work,Interstate,"THE REPAIR OF TWO (2) BRIDGES ON I-155 OVER OVERFLOW (L.M. 6.19 R & L), AND TWO (2) BRIDGES OVER S.R. 182 (LM 7.40 R & L).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN057,DAVIDSON,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 254 (OLD HICKORY BOULEVARD) OVER OTTER CREEK (L.M. 2.54),0.09,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY191,CHESTER,1,0,Bridge Work,US,"THE REPAIR OF BRIDGES ON U.S. 45 (S.R. 5) OVER OVERFLOW (L.M. 8.38), TURKEY CREEK (L.M. 8.50), AND DRY CREEK (L.M. 9.36).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY167,DICKSON,1,0,Bridge Work,Interstate,THE REPAIR OF BRIDGES ON I-40 OVER EAST PINEY ROAD (L.M. 5.13).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY200,MAURY,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGES ON U.S. 43 (S.R. 6) OVER THE DUCK RIVER (L.M. 22.24).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY201,MEIGS AND RHEA,2,1,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 30 OVER THE TENNESSEE RIVER (L.M. 17.28).,0.758,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY193,PERRY,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGE ON U.S. 412 (S.R. 20) OVER THE BUFFALO RIVER AND SHORT CREEK (L.M. 12.61).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY184,PUTNAM AND SMITH,2,1,Bridge Work,Other,"THE CONSTRUCTION OF A CONCRETE BOX BEAM BRIDGE ON WEBSTER ROAD OVER LITTLE INDIAN CREEK (L.M. 0.86), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.094,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNY001,RUTHERFORD,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGES ON S.R. 102 OVER U.S. 70 (S.R. 1) AND THE CSXT RAILROAD (L.M. 10.34).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY195,SHELBY,1,0,Bridge Work,US,"THE REPAIR OF THE BRIDGE ON S.R. 14 OVER THE CSX RAILROAD (L.M. 18.27), AND ON MONROE AVENUE OVER U.S. 51 (S.R. 1, DANNY THOMAS BOULEVARD) (L.M. 0.00).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY196,WARREN,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGES ON U.S. 70S (S.R. 1) OVER S.R. 55 (L.M. 10.53).,0.172,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY903,PUTNAM,1,0,Bridge Work,State,THE CONSTRUCTION OF A CONCRETE SLAB BRIDGE ON S.R. 135 AT L.M. 13.57.,0.089,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY159,FAYETTE,1,0,Bridge Work,State,"THE CONSTRUCTION OF A CONCRETE BOX BEAM BRIDGE ON S.R. 222 OVER LITTLE LAUREL CREEK (L.M. 3.66), INCLUDING GRADING, DRAINAGE, AND PAVING.",0.068,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNY111,HAMBLEN,1,0,Bridge Work,State,"THE CONCRETE REHABILITATION ON U.S. 25E (S.R. 32) FROM NEAR U.S. 11E (S.R. 34) (L.M. 7.09) TO NEAR THE BRIDGE OVER THE HOLSTON RIVER (L.M. 9.87), INCLUDING BRIDGE DECK REPAIR AND THIN EPOXY OVERLAY.",2.78,MILES,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNS290,WEAKLEY,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON HYNDSVER ROAD (L.M. 1.82) OVER S.R. 22 IN MARTIN.,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS292,RUTHERFORD,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON U.S. 41A (S.R. 16) OVER KELLY CREEK (L.M. 4.79).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS286,DAVIDSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON I-40 OVER 46TH AVENUE (L.M. 13.33).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP218,ROANE,1,0,Bridge Work,Interstate,"THE REHABILITATION OF THE BRIDGES ON I-40 OVER S.R. 29 (PINE RIDGE ROAD) (L.M. 9.96, RIGHT & LEFT) AND THE CLINCH RIVER (L.M. 11.15).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNP148,PERRY,1,0,Bridge Work,State,"THE CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE ON S.R. 128 OVER CEDAR CREEK (L.M. 6.78), INCLUDING GRADING, DRAINAGE AND PAVING.",0.267,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNP289,MARSHALL,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGE ON U.S. 431 (S.R. 50) OVER BIG ROCK CREEK IN LEWISBURG (L.M. 6.57).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNQ104,RHEA,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 302 OVER CLEAR CREEK (L.M. 2.57).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNQ375,RUTHERFORD,1,0,Bridge Work,US,"THE REPAIR OF THE BRIDGE ON U.S. 41 (U.S. 70S, S.R. 1) OVER HARTS BRANCH (L.M. 4.76).",0.117,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNQ374,RUTHERFORD,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON U.S. 41A (S.R. 16) OVER THE HARPETH RIVER (L.M. 1.71).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV289,WILLIAMSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGES ON I-840 OVER SOUTH GARRISON BRANCH (L.M. 10.33).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV301,MCMINN,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 310 OVER CONASAUGA CREEK (L.M. 4.36).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV292,KNOX,1,0,Bridge Work,Interstate,"THE REPAIR OF THE BRIDGE ON I-40 OVER U.S. 70 (S.R. 9, ASHEVILLE HIGHWAY) (L.M. 25.06).",0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR940,JOHNSON,1,0,Bridge Work,Other,"THE CONSTRUCTION OF A CONCRETE BOX BRIDGE ON FORGE ROAD OVER FORGE CREEK (L.M. 1.86), INCLUDING GRADING, DRAINAGE, RETAINING WALL AND PAVING.",0.057,MILES,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ373,MAURY,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGES ON S.R. 246 OVER CARTERS CREEK (L.M. 1.07) AND MAYHORN BRANCH (L.M. 2.34).,0.132,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR924,GREENE,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 172 OVER LICK CREEK (L.M. 9.90).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV264,HUMPHREYS,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGE ON U.S. 70 (S.R. 1) OVER CULVERT BRANCH (L.M. 27.00).,0.0,MILES,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV303,COFFEE,1,0,Bridge Work,State,"THE CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE ON S.R. 127 OVER BRADLEY CREEK (L.M. 4.66), INCLUDING GRADING, DRAINAGE AND PAVING.",0.134,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV261,CHEATHAM,1,0,Bridge Work,State,THE REPAIR OF BRIDGES ON S.R. 249 OVER SAM'S CREEK (L.M. 8.51 AND L.M. 10.57).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT001,DAVIDSON,1,0,Bridge Work,Interstate,"THE REPAIR OF THE BRIDGES ON ARLINGTON AVENUE OVER I-40 (L.M. 0.12 AND L.M. 0.17) AND ON U.S. 41 (U.S. 70S, S.R. 1) OVER MILL CREEK (L.M. 21.99).",0.13,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV913,DAVIDSON,1,0,Bridge Work,State,"THE REPAIR OF THE BRIDGE ON U.S. 70S (S.R. 1, HARDING PIKE) OVER SUGARTREE CREEK (L.M. 12.95).",0.014,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT071,GILES,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGES ON I-65 OVER SINKING CREEK (L.M. 2.76).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNR110,MONTGOMERY,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 13 OVER THE CUMBERLAND RIVER (L.M. 17.49).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNT343,GREENE,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 107 OVER HORSE CREEK (L.M. 17.36).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNQ369,LAKE,1,0,Bridge Work,State,"THE CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE ON S.R. 78 OVER DRAINAGE DITCH (L.M. 16.51), INCLUDING GRADING, DRAINAGE AND PAVING.",0.0,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ356,HARDEMAN,1,0,Bridge Work,Other,"THE CONSTRUCTION OF A CONCRETE I-BEAM BRIDGE ON FAYETTE CORNER ROAD OVER LITTLE CREEK (L.M. 0.41), INCLUDING GRADING, DRAINAGE AND PAVING.",0.091,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNQ345,GRUNDY,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 56 OVER PEPPER HOLLOW BRANCH (LM 31.24).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV307,MARION,1,0,Bridge Work,State,"THE SLIDE REPAIR ON S.R. 27 NEAR L.M. 26.9 AND L.M. 27.9, INCLUDING CONSTRUCTION OF A CONCRETE BULB-TEE BEAM BRIDGE AND RETAINING WALL.",0.283,MILES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV344,HICKMAN,1,0,Bridge Work,State,"THE CONSTRUCTION OF A CONCRETE BOX BEAM BRIDGE ON S.R. 230 OVER THE PINEY RIVER (L.M. 11.46), INCLUDING GRADING, DRAINAGE AND PAVING.",0.162,MILES,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CNV323,DAVIDSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON I-24 OVER MILL CREEK (L.M. 23.17).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV283,SHELBY,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 23 OVER THE CSX AND CNIC RAILROAD (L.M. 2.61).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV266,SHELBY,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON I-40 OVER THE WOLF RIVER (L.M. 9.42).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV275,SCOTT,1,0,Bridge Work,US,THE REPAIR OF THE BRIDGE ON U.S. 27 (S.R. 29) OVER ROARING PAUNCH CREEK (L.M. 25.79).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV279,PUTNAM,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON S.R. 56 OVER I-40 (L.M. 0.54).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV223,OBION,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGES ON U.S. 51N (S.R. 3) OVER TROY CREEK (L.M. 10.38) AND DAVIDSON CREEK (L.M. 12.54).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV251,HICKMAN,1,0,Bridge Work,State,THE REPAIR OF THE BRIDGE ON S.R. 230 OVER THE PINEY RIVER (L.M. 11.46).,0.106,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNV263,HENDERSON,1,0,Bridge Work,Interstate,THE REPAIR OF THE BRIDGE ON WILDERSVILLE ROAD OVER I-40 (L.M. 14.01).,0.0,MILES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
